"idDienThoai";"ten";"url_img";"gia";"gia_cu";"gia_online";"ram";"rom";"mau_sac";"khuyen_mai";"url_installment";"cong_nghe_man_hinh";"do_phan_giai";"mau_man_hinh";"chuan_man_hinh";"cong_nghe_cam_ung";"man_hinh";"mat_kinh_man_hinh";"toc_do_cpu";"so_nhan";"chipset";"gpu";"cam_bien";"the_nho_ngoai";"dung_luong_the_nho_toi_da";"dung_luong_danh_ba";"bo_nho_con_lai";"kich_thuoc";"trong_luong";"kieu_dang";"chat_lieu";"chong_nuoc";"loai_pin";"cong_nghe_pin";"dung_luong_pin";"thao_roi_pin";"thoi_gian_cho";"thoi_gian_dam_thoai";"thoi_gian_sac";"sac_nhanh";"ket_noi_usb";"cong_ket_noi_khac";"cong_sac";"jack_in_out";"wifi";"gps";"bluetooth";"gprs";"edge";"loai_sim";"mang_2g";"mang_3g";"mang_4g";"khe_cam_sim";"nfc";"model_series";"he_dieu_hanh";"xem_phim";"nghe_nhac";"ghi_am";"fm_radio";"den_pin";"chuc_nang_khac";"thoi_gian_bao_hanh";"xuat_xu";"nam_san_xuat";"do_phan_giai_cam_truoc";"do_phan_giai_cam_sau";"thong_tin_khac";"quay_phim";"den_flash";"chup_anh_nang_cao";"video_call";"box";"choi_game";"ghi_chu"
"24";"Realme C3 3GB-32GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/2/26/637183128538635394_C3-Blue-1.png";"2990000";"2387000";NULL;"3 GB";"32 GB";"Xanh/Đỏ/";"Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 199,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/realme-c3/548137/tra-gop";"LCD";"720 x 1600 Pixels";"16 triệu màu";"HD +";NULL;"6.5 inchs";"Corning Gorilla Glass 3";"2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55";"8";"Mediatek Helio G70";"ARM G52";"Cảm biến vân tay, Cảm biến chuyển động, Cảm biến gia tốc và la bàn";"Micro SD";"256 GB";"Không giới hạn";"Đang cập nhật";"Dài 164.4 mm - Ngang 75 mm - Dày 8.95 mm";"195";"Nguyên Khối + Thẳng";"Nhựa";"Không";"Li-Po";NULL;"5000 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 2A";NULL;NULL;"Micro USB";"3.5 mm";"802.11 a/b/g/n, Wi-Fi Direct, Wi-Fi hotspot";"Có";"v5.0";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Không";"Realme C";NULL;"Có";"Có";"Có";"Có";"Có";"Đang cập nhật";"12 Tháng";"Trung Quốc";"2020";"5 MP, f/2.4";"12Mp + 2Mp + 2Mp";"Làm đẹp, Bộ lọc màu, HDR, Selfie toàn cảnh, Chân dung, Timelapse";"HD 720p@30fps, FullHD 1080p@30fps";"Có";"Panorama, beauty AI 2.0, chân dung, chụp đêm, chuyên gia";NULL;"Hộp máy, điện thoại, cáp sạc, củ sạc, sách hướng dẫn sử dụng, que chọc sim
";NULL;"không"
"25";"Realme 3 3GB-32GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/5/3/636924820382832593_realme-3-3gb-32gb-den-1.png";"2990000";"2541000";NULL;"3 GB";"32 GB";"Đen/Xanh/Đen/";"Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 199,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/realme-3-3gb-32gb/473651/tra-gop";"IPS";"1520 x 720 Pixel";"16 Triệu";"HD+";NULL;"6.22 inches";"Kính cường lực Gorilla Glass 3";"2.1 GHz";"8";"MTK P60";"Mali-G72 MP3";"Có";"Micro SD";"256 GB";"Không giới hạn";"Đang cập nhật";"75.6x156.1x8.3mm";"175 G";"Thiết kế nguyên khối sang trọng";"Nhựa Polycarbonate";"Không";"Li-Ion";NULL;"4230 mAh";"Không";NULL;NULL;NULL;"Không";NULL;NULL;"Micro USB";"3.5 mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"BDS, A-GPS, GLONASS";"4.2, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2";"Không";NULL;NULL;"Có";"Có";"Có";"Không";"Có";"Mở khóa bằng khuôn mặt hoặc Mở khoá bằng vân tay";"12 Tháng";"Trung Quốc";"2019";"13.0 MP";"13 MP và 2 MP (2 camera)";"Làm đẹp , Chụp ngược sáng..v.v.";"Full HD 1080p@30fps";"Có";"Panorama, HDR,Làm Đẹp,…v..v.";NULL;;NULL;"không"
"26";"Realme 6 4GB-128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/19/637202043964930819_realme-6-trang-1.png";"5590000";"4378000";"5990000";"4 GB";"128 GB";"Trắng/Xanh/";"Giá đặc biệt đến 21/06: 5,590,000đ
Trả góp 0%
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 369,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/realme-6/546138/tra-gop";"IPS LCD";"2400 x 1080 Pixels";"16 triệu màu";"Full HD +";NULL;"6.5 inchs";"Corning Gorilla Glass 3";"2.05GHz";"8";"MediaTek Helio G90T";"ARM G76";"Cảm biến vân tay tích hợp trên nút nguồn, 1 chạm Touch Access mở khoá siêu nhanh trong 0.29s, nhận diện 5 dấu vân tay khác nhau";"Micro SD";"256 GB";"Không giới hạn";"Đang cập nhật";"Dài 162.1 mm - Ngang 74.8 mm - Dày 9.6 mm";"191 g";"Nguyên Khối + Cảm ứng";"Nhựa 3D cao cấp";"Không";"Li-Po";NULL;"4300 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh VOOC 4.0 (30W)";NULL;NULL;"USB Type-C";"3.5mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"A-GPS, GLONASS, BDS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2 ( Sim 2 có thể dùng Sim hoặc thẻ nhớ ngoài)";"Không";"Realme 6";NULL;"Có";"Có";"Có";"Không";"Có";"Đang cập nhật";"12 Tháng";"Trung Quốc";"2020";"16MP, f/2.0";"Chính 64 MP & Phụ 8 MP, 2 MP, 2 MP";"Chế độ Chân dung, Timelapse, Toàn cảnh, Làm đẹp AI, HDR, Nhận diện gương mặt, Bộ lọc màu, Hiệu ứng Bokeh.";"Quay phim HD 720p@30fps, Quay phim FullHD 1080p@30fps, Hỗ trợ quay phim Slo-mo 120fps";"Có";"Chế độ siêu sắc nét 64MP, Siêu chụp đêm, Toàn cảnh, Chuyên gia, Timelapse, Chân dung, HDR, Góc siêu rộng, Góc siêu cận, Nhận diện bối cảnh AI, Làm đẹp AI, Bộ lọc màu, Tăng cường sắc độ, Chuyển động chậm, Hiệu ứng Bokeh.";NULL;"Máy, Ốp Lưng, Bộ Sạc, Sách Hướng Dẫn, Hộp
";NULL;"không"
"27";"Realme 5i 3GB-32GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/1/10/637142747589081245_realme-5i-blue-1.png";"3290000";"2398000";NULL;"3 GB";"32 GB";"Xanh/Xanh Lá/";"Trả góp 0%
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 229,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/realme-5i-3gb-32gb/550905/tra-gop";"IPS LCD";"720 x 1600 Pixels";"16 Triệu";"HD +";NULL;"6.52 inchs";"Corning Gorilla Glass 3";"2.0GHZ";"8";"Qualcomm Snapdragon 665 AIE";"Adreno 610";"Vân tay";"MicroSD";"256 GB";"Tùy bộ nhớ";"Đang cập nhật";"Dài 164.4 mm - Ngang 75.6 mm - Dày 9.3 mm";"198";"Nguyên Khối + Thẳng";"Nhựa Polycarbonate";"Không";"Li-Po";NULL;"5000mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 2A";NULL;NULL;"MicroUSB";"3.5mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"A-GPS, GLONASS, BDS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2 ( Sim 2 có thể dùng Sim hoặc thẻ nhớ ngoài)";"Không";"Realme 5";NULL;"Có";"Có";"Có";"Có";"Có";"Mở khóa bằng vân tay";"12 Tháng";"Trung Quốc";"2019";"8.0 MP";"12 MP, 8 MP, 2 MP và 2 MP (4 camera)";"Đang cập nhật";"1080p@30fps";"Có";"Hỗ trợ Slo-mo 240fps, Chế độ chụp cận, siêu chụp đêm, tăng cường sắc độ";NULL;"Máy, Củ sạc, Dây sạc, Sách hướng dẫn sử dụng
";NULL;"không"
"28";"Realme 5i 4GB-64GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/1/10/637142747588768746_realme-5i-green-1.png";"3690000";"2585000";NULL;"4 GB";"64 GB";"Xanh lá/Xanh/";"Trả góp 0%
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 229,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/realme-5i-4gb-64gb/532489/tra-gop";"IPS LCD";"720 x 1600 Pixels";"16 Triệu";"HD +";NULL;"6.52 inchs";"Corning Gorilla Glass 3";"2.0GHZ";"8";"Qualcomm Snapdragon 665 AIE";"Adreno 610";"Vân tay";"MicroSD";"256 GB";"Tùy bộ nhớ";"Đang cập nhật";"164.4 mm x 75.6 mm x 9.3 mm";"198";"Nguyên Khối + Thẳng";"Nhựa Polycarbonate";"Không";"Li-Po";NULL;"5000mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 2A";NULL;NULL;"MicroUSB";"3.5mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"A-GPS, GLONASS, BDS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2 ( Sim 2 có thể dùng Sim hoặc thẻ nhớ ngoài)";"Không";"Realme 5";NULL;"Có";"Có";"Có";"Có";"Có";"Mở khóa bằng vân tay";"12 Tháng";"Trung Quốc";"2019";"8.0 MP";"12 MP, 8 MP, 2 MP và 2 MP (4 camera)";"Đang cập nhật";"1080p@30fps";"Có";"Hỗ trợ Slo-mo 240fps, Chế độ chụp cận, siêu chụp đêm, tăng cường sắc độ";NULL;"Máy, Củ sạc, Dây sạc, Sách hướng dẫn sử dụng

";NULL;"không"
"29";"Realme C3i 2GB-32GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/27/637209040548233742_realme-c3i-do-1.png";"2590000";"2068000";NULL;"2 GB";"32 GB";"Đỏ/Xanh/";"Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 199,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/realme-c3i-2gb-32gb/556355/tra-gop";"LCD";"720 x 1600 Pixels";"16 triệu màu";"HD +";NULL;"6.5 inchs";"Corning Gorilla Glass 3";"2.0GHz";"8";"MediaTek Helio G70";"Mali G52";"Cảm biến chuyển động, Cảm biến gia tốc và la bàn";"Micro SD";"256 GB";"Không giới hạn";"Đang cập nhật";"Dài 164.4 mm - Ngang 75 mm - Dày 8.95 mm";"195 g";"Nguyên Khối + Cảm ứng";"Nhựa 3D cao cấp";"Không";"Li-Po";NULL;"5000 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 2A (10W)";NULL;NULL;"Micro USB";"3.5 mm";"802.11 a/b/g/n, Wi-Fi Direct, Wi-Fi hotspot";"Có";"v5.0";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2 ( Sim 2 có thể dùng Sim hoặc thẻ nhớ ngoài)";"Không";"Realme C";NULL;"Có";"Có";"Có";"Không";"Có";"Đang cập nhật";"12 Tháng";"Trung Quốc";"2020";"5 MP, f/2.4";"12.0 MP + 2.0 MP";"Làm đẹp, Bộ lọc màu, HDR, Selfie toàn cảnh, Chân dung, Timelapse";"HD 720p@30fps, FullHD 1080p@30fps";"Có";"Panorama, beauty AI 2.0, chân dung, chụp đêm, chuyên gia";NULL;"Hộp máy, điện thoại, củ sạc, cáp sạc, sách hướng dẫn sử dụng và que chọc sim
";NULL;"không"
"30";"Realme 6i 4GB-128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/4/17/637227349699080396_realme-6i-xanh-1.png";"4690000";"3993000";"4990000";"4 GB";"128 GB";"Xanh/Trắng/";"Giá đặc biệt đến 21/06: 4,690,000đ
Trả góp 0%
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 269,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/realme-6i/554344/tra-gop";"IPS LCD";"1600 x 720 Pixels";"16 triệu màu";"HD +";NULL;"6.5 inchs";"Corning Gorilla Glass 3";"2.0GHz";"8";"MediaTek Helio G80";"Mali G52 1000MHz";"Cảm biến vân tay sau một chạm, nhận diện 5 dấu vân tay khác nhau.";"Micro SD";"256 GB";"Không giới hạn";"Đang cập nhật";"Dài 162.1 mm - Ngang 74.8 mm - Dày 9.6 mm";"191 g";"Nguyên Khối + Cảm ứng";"Nhựa 3D";"Không";"Li-Po";NULL;"5000 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh 18W 9V / 2A";NULL;NULL;"USB Type-C";"3.5mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"A-GPS, GLONASS, BDS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2 ( Sim 2 có thể dùng Sim hoặc thẻ nhớ ngoài)";"Không";"Realme 6";NULL;"Có";"Có";"Có";"Không";"Có";"Đang cập nhật";"12 Tháng";"Trung Quốc";"2020";"16MP, f/2.0";"Chính 48 MP & Phụ 8 MP, 2 MP, 2 MP";"Làm đẹp, Bộ lọc màu, HDR, Selfie toàn cảnh, Chân dung, Timelapse";"Quay phim HD 720p@30fps, Quay phim FullHD 1080p@30fps, Quay phim 4K 2160p@30fps";"Có";"Góc siêu rộng, Siêu cận, Chống rung điện tử kỹ thuật số, Xoá phông, Trôi nhanh thời gian, Siêu chụp đêm,  Quay chậm, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Toàn cảnh (Panorama), Làm đẹp AI, Chuyên gia";NULL;"Máy, Bộ sạc, Sách hướng dẫn, Ốp lưng, Que chọc sim, Hộp
";NULL;"không"
"31";"Realme 6 Pro 8GB-128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/19/637202054250889598_realme-6pro-xanh-1.png";"7990000";"5830000";NULL;"8 GB";"128 GB";"Xanh/Đỏ/";"Trả góp 0%
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 429,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/realme-6-pro/554829/tra-gop";"IPS LCD";"2400 x 1080 Pixels";"16 triệu màu";"Full HD +";NULL;"6.6 inches";"Corning Gorilla Glass 5";"2.3GHz";"8";"Qualcomm® Snapdragon™ 720G";"Adreno 618";"Cảm biến vân tay tích hợp trên nút nguồn, 1 chạm Touch Access mở khoá siêu nhanh trong 0.29s, nhận diện 5 dấu vân tay khác nhau";"Micro SD";"256 GB";"Không giới hạn";"Đang cập nhật";"Dài 163.8 mm - Ngang 75.8 mm - Dày 8.9 mm";"202 g";"Nguyên Khối + Cảm ứng";"Nhựa 3D cao cấp";"Không";"Li-Po";NULL;"4300 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh VOOC 4.0 (30W)";NULL;NULL;"USB Type-C";"3.5mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"A-GPS, GLONASS, BDS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2 ( Sim 2 có thể dùng Sim hoặc thẻ nhớ ngoài)";"Không";"Realme 6";NULL;"Có";"Có";"Có";"Không";"Có";"Đang cập nhật";"12 Tháng";"Trung Quốc";"2020";"16MP, f/2.0 + 8MP, f2.2";"Chính 64 MP & Phụ 12 MP, 8 MP, 2 MP";"Chế độ Chân dung, Timelapse, Toàn cảnh, Làm đẹp AI, HDR, Nhận diện gương mặt, Bộ lọc màu, Hiệu ứng Bokeh, selfie góc rộng, selfie chế độ đêm";"Quay phim HD 720p@30fps, 60fps; Quay phim FullHD 1080p@30fps, 60fps; Quay phim 4K/30fps; Quay phim siêu ổn định hình ảnh";"Có";"Chế độ siêu sắc nét 64MP, Siêu chụp đêm 3.0 định dạng RAW, Toàn cảnh, Chuyên gia, Timelapse, Chân dung, HDR, Góc siêu rộng, Góc siêu cận, Zoom 20x, Nhận diện bối cảnh AI, Làm đẹp AI, Bộ lọc màu, Tăng cường sắc độ, Chuyển động chậm, Hiệu ứng Bokeh.";NULL;"Máy, sạc, cáp, ốp lưng, que lấy sim, sách hướng dẫn
";NULL;"không"
"32";"Realme 6 8GB-128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/3/19/637202043964930819_realme-6-trang-1.png";"6990000";"5588000";NULL;"8 GB";"128 GB";"Trắng/Xanh/";"Trả góp 0%
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 369,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/realme-6-8gb-128gb/554700/tra-gop";"IPS LCD";"2400 x 1080 Pixels";"16 triệu màu";"Full HD +";NULL;"6.5 inchs";"Corning Gorilla Glass 3";"2.05GHz";"8";"MediaTek Helio G90T";"ARM G76";"Cảm biến vân tay tích hợp trên nút nguồn, 1 chạm Touch Access mở khoá siêu nhanh trong 0.29s, nhận diện 5 dấu vân tay khác nhau";"Micro SD";"256 GB";"Không giới hạn";"Đang cập nhật";"Dài 162.1 mm - Ngang 74.8 mm - Dày 9.6 mm";"191 g";"Nguyên Khối + Cảm ứng";"Nhựa 3D cao cấp";"Không";"Li-Po";NULL;"4300 mAh";"Không";NULL;NULL;NULL;"Sạc nhanh VOOC 4.0 (30W)";NULL;NULL;"USB Type-C";"3.5mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"A-GPS, GLONASS, BDS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2 ( Sim 2 có thể dùng Sim hoặc thẻ nhớ ngoài)";"Không";"Realme 6";NULL;"Có";"Có";"Có";"Không";"Có";"Đang cập nhật";"12 Tháng";"Trung Quốc";"2020";"16MP, f/2.0";"Chính 64 MP & Phụ 8 MP, 2 MP, 2 MP";"Chế độ Chân dung, Timelapse, Toàn cảnh, Làm đẹp AI, HDR, Nhận diện gương mặt, Bộ lọc màu, Hiệu ứng Bokeh.";"Quay phim HD 720p@30fps, Quay phim FullHD 1080p@30fps, Hỗ trợ quay phim Slo-mo 120fps";"Có";"Chế độ siêu sắc nét 64MP, Siêu chụp đêm, Toàn cảnh, Chuyên gia, Timelapse, Chân dung, HDR, Góc siêu rộng, Góc siêu cận, Nhận diện bối cảnh AI, Làm đẹp AI, Bộ lọc màu, Tăng cường sắc độ, Chuyển động chậm, Hiệu ứng Bokeh.";NULL;"Máy, ốp lưng, bộ sạc, sách hướng dẫn, hộp
";NULL;"không"
"33";"Realme X50t 5G";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/6/10/637273767774671479_realme-x50t-5g-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"34";"Realme U1";"https://cdn.fptshop.com.vn/Uploads/Originals/2018/11/29/636790984236562475_redme-u1-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"35";"Realme 5 Pro 8GB-128GB";"https://cdn.fptshop.com.vn/Uploads/Originals/2019/9/12/637039045830366593_realme-5-pro-blue-1.png";"5790000";"4411000";"6990000";"8 GB";"128 GB";"Xanh/Xanh lá/";"Giá đặc biệt đến 21/06: 5,790,000đ
Trả góp 0%
Tặng suất mua Đồng hồ thời trang giảm đến 40% 
Xem chi tiếtBảo hành mở rộng:
Mua gói bảo hành chính hãng mở rộng 24 tháng giá 369,000đ.
 Xem chi tiết";"https://fptshop.com.vn/dien-thoai/realme-5-pro-8gb-128gb/520015/tra-gop";"IPS LCD";"1080 x 2340 Pixels";"16 triệu màu";"Full HD +";NULL;"6.3 inchs";"Corning Gorilla Glass 3";"2.3GHZ";"8";"Qualcomm Snapdragon 712 AIE";"Adreno 616";"Cảm biến Sony IMX 471";"MicroSD";"256 GB";"Tùy bộ nhớ";"Đang cập nhật";"157 mm x 74.2 mm x 8.9 mm";"184";"Nguyên Khối + Thẳng";"Nhựa Polycarbonate";"Không";"Li-Po";NULL;"4035mAh";"Không";NULL;NULL;NULL;"Sạc nhanh VOOC 3.0";NULL;NULL;"Type-C";"3.5mm";"802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot";"A-GPS, GLONASS, BDS";"5.0, A2DP, LE";"Có";NULL;"Nano SIM";NULL;NULL;NULL;"2 ( Sim 2 có thể dùng Sim hoặc thẻ nhớ ngoài)";"Không";"Realme 5";NULL;"Có";"Có";"Có";"Có";"Có";"Đang cập nhật";"12 Tháng";"Trung Quốc";"2019";"16.0 MP";"48 MP, 8 MP + 2MP + 2MP ( 4 camera )";"Đang cập nhật";"1080p@30fps";"Có";"Chụp góc rộng 119°,Hỗ trợ Super Slo-mo 960fps, Chế độ chụp siêu cậnSiêu chụp đêm, tăng cường sắc độ";NULL;"Hộp máy, điện thoại, cáp sạc, củ sạc, que chọc sim, sách hướng dẫn sử dụng và ốp lưng
";NULL;"không"
"36";"Realme X50 Pro Player Edition";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/25/637260200165308918_realme-x50-pro-player-edition-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"37";"Realme 6s";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/6/10/637273752041830735_realme-6s-3.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"38";"Realme X50 Youth Edition";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/14/637250499019211655_realme-x50-youth-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"39";"Realme X3 Super Zoom";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/14/637250484245641744_realme-x3-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"40";"OPPO A91";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/4/6/637217792167353363_oppo-a91-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
"41";"Realme X50m 5G";"https://cdn.fptshop.com.vn/Uploads/Originals/2020/5/5/637242907948877115_realme-x50m-5g-1.png";"None";"None";"None";NULL;NULL;;;"không";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"không";NULL;"Sản phẩm tin đồn"
